Timestamp,Average Water Speed,Average Water Direction,Chlorophyll,Temperature,Dissolved Oxygen,Dissolved Oxygen (%Saturation),pH,Salinity,Specific Conductance,Turbidity
2024-07-24 03:20:00,85.544,78.489,2.972,17.0118866615266,8.005,97.841,8.188,31.81,48.674,5.234
2024-07-24 03:30:00,88.58,79.513,2.416,17.012025443330764,7.992,97.673,8.185,31.714,48.542,5.315
2024-07-24 03:40:00,82.162,79.243,2.377,17.012164225134928,7.993,97.677,8.185,31.747,48.588,6.276
2024-07-24 03:50:00,86.754,79.16,2.212,17.01230300693909,7.984,97.531,8.187,31.691,48.51,6.512
2024-07-24 04:00:00,81.764,78.518,2.792,17.012441788743253,7.97,97.34,8.179,31.56,48.331,7.345
2024-07-24 04:10:00,84.48,77.819,2.901,17.012580570547417,7.952,97.084,8.173,31.47,48.206,7.681
2024-07-24 04:20:00,78.977,77.613,2.681,17.01271935235158,7.936,96.886,8.171,31.364,48.06,7.932
2024-07-24 04:30:00,80.899,77.972,3.107,17.012858134155742,7.92,96.66,8.164,31.268,47.927,7.722
2024-07-24 04:40:00,80.102,80.387,2.765,17.012996915959906,7.902,96.429,8.163,31.2,47.834,9.626
2024-07-24 04:50:00,71.125,81.578,3.159,17.01313569776407,7.894,96.315,8.162,31.155,47.772,10.848
2024-07-24 05:00:00,68.776,80.882,3.246,17.013274479568235,7.883,96.146,8.158,31.069,47.653,9.906
2024-07-24 05:10:00,68.877,80.891,2.876,17.0134132613724,7.864,95.897,8.157,30.99,47.543,12.124
2024-07-24 05:20:00,64.521,81.942,3.333,17.01355204317656,7.851,95.715,8.152,30.914,47.439,11.069
2024-07-24 05:30:00,66.102,81.508,2.537,17.013690824980724,7.837,95.502,8.148,30.803,47.285,11.04
2024-07-24 05:40:00,61.67,78.456,3.046,17.01382960678489,7.826,95.339,8.148,30.727,47.181,11.466
2024-07-24 05:50:00,57.721,82.326,2.542,17.013968388589053,7.807,95.066,8.144,30.599,47.003,10.48
2024-07-24 06:00:00,58.93,77.352,3.276,17.014107170393213,7.795,94.881,8.139,30.493,46.857,9.951
2024-07-24 06:10:00,56.642,79.34,2.101,17.014245952197378,7.784,94.732,8.135,30.417,46.751,10.775
2024-07-24 06:20:00,53.502,77.46,2.568,17.014384734001542,7.777,94.585,8.133,30.317,46.613,9.855
2024-07-24 06:30:00,46.412,76.9,2.162,17.014523515805706,7.768,94.469,8.133,30.259,46.532,10.372
2024-07-24 06:40:00,42.53,77.906,3.184,17.014662297609867,7.755,94.284,8.125,30.18,46.423,10.246
2024-07-24 06:50:00,38.114,75.516,1.458,17.01480107941403,7.753,94.185,8.125,30.069,46.27,9.489
2024-07-24 07:00:00,34.262,75.33,1.894,17.014939861218195,7.743,94.052,8.123,30.01,46.188,9.477
2024-07-24 07:10:00,30.41,81.657,1.898,17.01507864302236,7.745,94.058,8.12,29.958,46.116,8.945
2024-07-24 07:20:00,24.821,83.166,1.857,17.015217424826524,7.746,94.086,8.122,29.963,46.123,9.464
2024-07-24 07:30:00,13.806,96.17,1.905,17.015356206630685,7.735,93.939,8.115,29.905,46.042,8.681
2024-07-24 07:40:00,5.67,54.378,2.033,17.01549498843485,7.742,94.002,8.116,29.88,46.008,8.092
2024-07-24 07:50:00,4.214,358.746,1.645,17.015633770239013,7.739,94.003,8.12,29.913,46.054,7.929
2024-07-24 08:00:00,3.57,279.47,2.623,17.015772552043178,7.749,94.108,8.122,29.918,46.06,6.868
2024-07-24 08:10:00,10.353,274.831,2.221,17.01591133384734,7.777,94.462,8.117,29.902,46.038,6.318
2024-07-24 08:20:00,12.963,276.562,1.743,17.016050115651502,7.82,94.977,8.122,29.944,46.096,6.304
2024-07-24 08:30:00,18.463,286.019,1.766,17.016188897455667,7.816,95.016,8.128,30.045,46.237,5.758
2024-07-24 08:40:00,26.067,283.323,1.768,17.01632767925983,7.826,95.174,8.131,30.155,46.388,5.737
2024-07-24 08:50:00,26.774,280.403,1.754,17.01646646106399,7.839,95.41,8.137,30.33,46.631,5.733
2024-07-24 09:00:00,33.977,275.882,1.576,17.016605242868156,7.88,95.932,8.139,30.33,46.63,5.264
2024-07-24 09:00:00,33.977,275.882,1.576,17.01674402467232,7.88,95.932,8.139,30.33,46.63,5.264
2024-07-24 09:10:00,35.508,264.785,1.577,17.016882806476485,7.893,96.134,8.14,30.475,46.831,5.102
2024-07-24 09:20:00,39.564,266.661,1.492,17.01702158828065,7.902,96.357,8.148,30.716,47.164,5.493
2024-07-24 09:30:00,34.538,272.978,1.735,17.01716037008481,7.916,96.614,8.15,30.824,47.312,6.385
2024-07-24 09:40:00,36.322,264.067,1.871,17.017299151888974,7.921,96.726,8.153,30.87,47.375,6.541
2024-07-24 09:50:00,42.491,262.925,1.959,17.017437933693138,7.956,97.169,8.151,30.865,47.369,6.772
2024-07-24 10:00:00,30.414,264.414,1.637,17.017576715497302,7.962,97.283,8.15,30.909,47.429,6.952
2024-07-24 10:10:00,34.43,269.458,1.79,17.017715497301463,7.96,97.326,8.164,31.227,47.869,8.654
2024-07-24 10:20:00,29.664,264.453,1.702,17.017854279105627,8.013,98.023,8.165,31.132,47.736,6.907
2024-07-24 10:30:00,22.912,265.788,1.452,17.01799306090979,8.092,99.245,8.163,30.878,47.383,5.537
2024-07-24 10:40:00,30.27,271.623,2.003,17.018131842713956,8.088,99.103,8.172,31.164,47.78,6.082
2024-07-24 10:50:00,18.347,258.517,0.96,17.01827062451812,8.166,100.378,8.173,30.901,47.411,5.033
2024-07-24 11:00:00,19.614,253.069,1.53,17.01840940632228,8.234,101.099,8.178,30.961,47.496,5.577
2024-07-24 11:10:00,14.736,252.034,1.779,17.018548188126445,8.351,102.754,8.183,30.872,47.371,5.354
2024-07-24 11:20:00,13.656,249.423,2.027,17.01868696993061,8.354,102.797,8.185,31.066,47.639,5.691
2024-07-24 11:30:00,12.562,231.197,0.805,17.018825751734774,8.403,103.804,8.183,30.911,47.421,5.608
2024-07-24 11:40:00,9.424,244.816,2.279,17.018964533538934,8.309,102.379,8.185,31.3,47.962,5.443
2024-07-24 11:50:00,9.715,240.163,2.116,17.0191033153431,8.257,101.533,8.186,31.344,48.025,5.597
2024-07-24 12:00:00,8.84,218.344,2.647,17.019242097147263,8.262,101.608,8.185,31.518,48.264,5.31
2024-07-24 12:10:00,3.76,229.585,1.6,17.019380878951427,8.221,101.245,8.187,31.449,48.168,4.993
2024-07-24 12:20:00,9.777,75.638,1.736,17.019519660755588,8.222,101.215,8.184,31.472,48.2,5.03
2024-07-24 12:30:00,7.04,109.608,2.3,17.019658442559752,8.247,101.398,8.197,31.694,48.508,5.119
2024-07-24 12:40:00,10.146,98.472,2.29,17.019797224363916,8.215,101.022,8.195,31.704,48.521,5.345
2024-07-24 12:50:00,17.81,77.209,2.039,17.01993600616808,8.161,100.379,8.187,31.662,48.463,5.647
2024-07-24 13:00:00,21.826,88.036,1.799,17.020074787972245,8.186,100.533,8.189,31.786,48.636,5.391
2024-07-24 13:10:00,31.975,83.281,3.119,17.020213569776406,8.197,100.748,8.19,31.696,48.511,5.031
2024-07-24 13:20:00,30.674,82.351,1.354,17.02035235158057,8.202,100.961,8.191,31.708,48.525,4.811
2024-07-24 13:30:00,33.334,80.041,1.935,17.020491133384734,8.259,101.475,8.202,31.997,48.926,4.257
2024-07-24 13:40:00,32.258,79.198,1.848,17.0206299151889,8.198,100.762,8.197,32.037,48.981,4.376
2024-07-24 13:50:00,39.859,78.482,3.471,17.02076869699306,8.283,102.191,8.197,31.83,48.691,4.108
2024-07-24 14:00:00,44.757,81.294,3.453,17.020907478797223,8.289,102.361,8.197,31.644,48.433,4.366
2024-07-24 14:10:00,49.59,82.998,2.654,17.021046260601388,8.23,101.238,8.19,31.523,48.271,4.49
2024-07-24 14:20:00,48.865,84.081,2.433,17.021185042405552,8.143,99.981,8.188,31.798,48.653,4.781
2024-07-24 14:30:00,53.214,84.501,3.363,17.021323824209713,8.182,100.488,8.189,31.67,48.475,4.378
2024-07-24 14:40:00,56.072,81.657,2.419,17.021462606013877,8.169,100.305,8.189,31.655,48.455,4.271
2024-07-24 14:50:00,57.837,79.517,3.807,17.02160138781804,8.322,102.593,8.196,31.55,48.306,4.21
2024-07-24 15:00:00,64.985,80.162,3.427,17.021740169622205,8.292,101.933,8.188,31.511,48.255,3.846
2024-07-24 15:10:00,67.134,82.061,2.397,17.02187895142637,8.049,98.72,8.175,31.469,48.199,5.451
2024-07-24 15:20:00,62.517,81.868,2.439,17.02201773323053,8.207,101.2,8.176,31.135,47.733,4.617
2024-07-24 15:30:00,76.853,80.177,3.192,17.022156515034695,8.023,98.5,8.164,30.981,47.524,6.224
2024-07-24 15:40:00,76.768,79.03,3.003,17.02229529683886,8.028,98.511,8.161,30.837,47.326,5.614
2024-07-24 15:50:00,76.718,73.278,2.771,17.022434078643023,8.059,98.969,8.16,30.771,47.233,5.111
2024-07-24 16:00:00,76.455,74.047,3.605,17.022572860447184,8.145,100.262,8.164,30.727,47.169,4.745
2024-07-24 16:10:00,76.564,73.584,2.898,17.02271164225135,8.082,99.331,8.159,30.698,47.131,6.427
2024-07-24 16:20:00,75.024,75.61,3.236,17.022850424055513,8.0,98.106,8.154,30.736,47.186,7.653
2024-07-24 16:30:00,78.704,79.495,2.481,17.022989205859677,7.99,97.928,8.151,30.674,47.1,7.369
2024-07-24 16:40:00,75.791,83.606,2.34,17.023127987663838,7.959,97.463,8.145,30.509,46.872,8.968
2024-07-24 16:50:00,78.254,77.434,2.011,17.023266769468,7.922,96.925,8.141,30.421,46.751,7.565
2024-07-24 17:00:00,72.735,79.888,1.869,17.023405551272166,7.884,96.384,8.139,30.432,46.768,8.255
2024-07-24 17:10:00,67.607,78.689,2.602,17.02354433307633,7.881,96.394,8.138,30.359,46.665,9.218
2024-07-24 17:20:00,62.538,81.086,2.055,17.023683114880495,7.88,96.358,8.13,30.256,46.524,9.099
2024-07-24 17:30:00,57.067,77.945,3.115,17.023821896684655,7.872,96.255,8.137,30.339,46.638,10.203
2024-07-24 17:40:00,50.802,81.177,2.535,17.02396067848882,7.864,96.151,8.129,30.152,46.379,9.444
2024-07-24 17:50:00,52.27,80.262,2.778,17.024099460292984,7.852,95.983,8.126,30.038,46.222,10.42
2024-07-24 18:00:00,46.147,82.903,2.238,17.024238242097148,7.846,95.877,8.124,29.945,46.091,9.386
2024-07-24 18:10:00,37.822,85.516,2.497,17.02437702390131,7.827,95.609,8.121,29.92,46.058,11.063
2024-07-24 18:20:00,32.378,82.687,2.312,17.024515805705473,7.817,95.451,8.119,29.869,45.987,11.174
2024-07-24 18:30:00,23.306,71.669,3.363,17.024654587509637,7.799,95.154,8.118,29.808,45.903,9.313
2024-07-24 18:40:00,20.486,66.599,1.782,17.0247933693138,7.79,94.916,8.114,29.638,45.668,9.681
2024-07-24 18:50:00,16.419,68.019,2.772,17.024932151117966,7.762,94.539,8.109,29.441,45.394,7.283
2024-07-24 19:00:00,10.709,59.443,2.171,17.025070932922127,7.756,94.517,8.111,29.516,45.498,8.562
2024-07-24 19:10:00,1.226,303.252,2.481,17.02520971472629,7.759,94.581,8.107,29.583,45.591,8.924
2024-07-24 19:20:00,8.116,297.57,1.541,17.025348496530455,7.76,94.547,8.11,29.524,45.509,7.542
2024-07-24 19:30:00,11.551,286.104,1.552,17.02548727833462,7.759,94.603,8.109,29.586,45.595,7.257
2024-07-24 19:40:00,18.648,281.453,1.514,17.02562606013878,7.773,94.687,8.11,29.637,45.667,7.307
2024-07-24 19:50:00,25.797,281.215,2.004,17.025764841942944,7.788,94.929,8.11,29.738,45.806,7.931
2024-07-24 20:00:00,25.787,281.711,1.705,17.02590362374711,7.797,94.969,8.113,29.785,45.872,6.44
2024-07-24 20:10:00,38.087,271.171,1.609,17.026042405551273,7.841,95.67,8.127,30.117,46.333,5.894
2024-07-24 20:20:00,42.419,271.203,2.353,17.026181187355434,7.859,96.027,8.132,30.327,46.623,6.276
2024-07-24 20:30:00,45.35,264.339,2.762,17.026319969159598,7.871,96.24,8.141,30.593,46.991,6.497
2024-07-24 20:40:00,46.832,266.778,2.55,17.026458750963762,7.874,96.314,8.143,30.709,47.152,8.117
2024-07-24 20:50:00,42.974,264.135,2.531,17.026597532767926,7.89,96.535,8.143,30.748,47.205,7.879
2024-07-24 21:00:00,43.36,263.056,2.959,17.02673631457209,7.893,96.558,8.149,30.816,47.299,8.035
2024-07-24 21:10:00,46.539,264.74,2.576,17.02687509637625,7.927,97.101,8.155,31.109,47.703,9.336
2024-07-24 21:20:00,53.133,273.185,4.02,17.027013878180416,7.969,97.743,8.167,31.381,48.077,12.116
2024-07-24 21:30:00,43.453,265.463,2.408,17.02715265998458,7.95,97.355,8.161,31.115,47.712,8.431
2024-07-24 21:40:00,37.074,263.893,3.111,17.027291441788744,7.898,96.548,8.15,30.843,47.338,7.686
2024-07-24 21:50:00,36.704,267.229,2.691,17.027430223592905,7.897,96.5,8.147,30.833,47.323,7.277
2024-07-24 22:00:00,46.188,263.139,3.205,17.02756900539707,7.98,97.804,8.166,31.395,48.098,8.362
2024-07-24 22:10:00,38.891,258.425,2.001,17.027707787201233,7.944,97.211,8.161,31.245,47.893,7.584
2024-07-24 22:20:00,43.7,258.432,2.766,17.027846569005398,7.991,97.935,8.169,31.471,48.203,8.343
2024-07-24 22:30:00,38.244,255.465,2.72,17.02798535080956,7.96,97.483,8.17,31.513,48.262,7.87
2024-07-24 22:40:00,49.042,261.339,3.084,17.028124132613723,7.997,97.941,8.175,31.621,48.411,7.2
2024-07-24 22:50:00,51.223,270.787,3.77,17.028262914417887,8.128,99.97,8.201,32.378,49.45,8.71
2024-07-24 23:00:00,44.687,261.479,3.326,17.02840169622205,8.083,99.24,8.196,32.128,49.108,6.35
2024-07-24 23:10:00,42.407,263.442,3.171,17.028540478026216,8.093,99.408,8.199,32.213,49.224,6.927
2024-07-24 23:20:00,40.168,264.692,1.7,17.028679259830376,8.12,99.833,8.206,32.376,49.448,7.038
2024-07-24 23:30:00,37.174,259.799,4.237,17.02881804163454,8.092,99.493,8.204,32.339,49.396,7.288
2024-07-24 23:40:00,22.338,257.433,4.065,17.028956823438705,8.061,99.054,8.198,32.237,49.257,6.5
2024-07-24 23:50:00,14.247,254.403,3.264,17.02909560524287,8.032,98.643,8.193,32.17,49.165,5.622
2024-07-25 00:00:00,16.065,249.161,1.841,17.02923438704703,8.073,99.255,8.202,32.37,49.439,5.427
2024-07-25 00:10:00,12.134,253.057,18.993,17.029373168851194,8.034,98.744,8.198,32.313,49.36,5.617
2024-07-25 00:20:00,5.772,258.749,1.536,17.02951195065536,8.044,98.821,8.199,32.177,49.174,5.576
2024-07-25 00:30:00,5.772,189.972,5.636,17.029650732459523,8.083,99.402,8.199,32.349,49.409,5.354
2024-07-25 00:40:00,3.098,145.194,9.118,17.029789514263683,8.084,99.393,8.198,32.271,49.303,4.921
2024-07-25 00:50:00,6.394,100.947,3.75,17.029928296067848,8.107,99.764,8.204,32.384,49.457,4.736
2024-07-25 01:00:00,10.497,81.427,7.569,17.030067077872012,8.129,100.055,8.206,32.411,49.494,5.272
2024-07-25 01:10:00,12.387,91.858,3.052,17.030205859676176,8.161,100.541,8.214,32.591,49.741,4.808
2024-07-25 01:20:00,18.781,87.723,2.235,17.03034464148034,8.163,100.593,8.214,32.641,49.81,4.517
2024-07-25 01:30:00,26.545,85.14,3.339,17.0304834232845,8.135,100.062,8.208,32.509,49.631,3.741
2024-07-25 01:40:00,25.954,71.476,3.136,17.030622205088665,8.2,101.083,8.217,32.764,49.977,3.962
2024-07-25 01:50:00,27.784,76.922,3.607,17.03076098689283,8.209,101.25,8.222,32.809,50.039,4.084
2024-07-25 02:00:00,33.438,80.75,3.104,17.030899768696994,8.097,99.555,8.203,32.288,49.326,3.909
2024-07-25 02:10:00,47.543,77.685,3.248,17.031038550501155,8.073,99.194,8.194,32.101,49.07,4.197
2024-07-25 02:20:00,49.113,80.752,2.7,17.03117733230532,8.075,99.161,8.19,32.127,49.106,3.94
2024-07-25 02:30:00,59.394,81.808,2.794,17.031316114109483,8.08,99.29,8.2,32.202,49.209,4.252
2024-07-25 02:40:00,56.444,79.189,2.491,17.031454895913647,8.117,99.88,8.204,32.389,49.464,4.159
2024-07-25 02:50:00,59.077,79.383,3.178,17.03159367771781,8.142,100.282,8.209,32.543,49.676,4.122
2024-07-25 03:00:00,59.625,78.985,2.917,17.031732459521972,8.071,99.204,8.198,32.287,49.325,4.452
2024-07-25 03:10:00,65.935,80.962,2.405,17.031871241326137,8.066,99.09,8.197,32.148,49.134,4.089
2024-07-25 03:20:00,74.385,82.02,3.34,17.0320100231303,8.09,99.51,8.202,32.337,49.394,4.988
2024-07-25 03:30:00,73.769,80.044,2.747,17.032148804934465,8.042,98.74,8.194,32.047,48.996,4.283
2024-07-25 03:40:00,85.576,76.381,3.283,17.032287586738626,7.995,98.124,8.178,31.775,48.622,5.201
2024-07-25 03:50:00,85.551,73.661,2.852,17.03242636854279,8.004,98.247,8.183,31.85,48.725,5.136
2024-07-25 04:00:00,87.659,78.205,2.99,17.032565150346954,8.006,98.294,8.187,31.84,48.71,5.213
2024-07-25 04:10:00,85.628,79.707,2.584,17.03270393215112,7.998,98.171,8.181,31.793,48.645,4.896
2024-07-25 04:20:00,84.258,77.004,3.354,17.03284271395528,7.987,97.997,8.182,31.74,48.573,5.66
2024-07-25 04:30:00,86.649,78.753,2.471,17.032981495759444,7.979,97.875,8.181,31.7,48.518,6.232
2024-07-25 04:40:00,79.037,79.696,3.003,17.033120277563608,7.967,97.722,8.179,31.676,48.486,7.175
2024-07-25 04:50:00,83.631,76.273,3.446,17.033259059367772,7.952,97.501,8.179,31.536,48.292,7.018
2024-07-25 05:00:00,80.381,77.265,3.379,17.033397841171936,7.933,97.251,8.174,31.461,48.189,7.453
2024-07-25 05:10:00,76.355,78.005,2.782,17.033536622976097,7.916,97.004,8.165,31.36,48.05,8.384
2024-07-25 05:20:00,73.632,79.915,3.076,17.03367540478026,7.899,96.767,8.161,31.266,47.921,9.083
2024-07-25 05:30:00,70.419,81.211,3.562,17.033814186584426,7.888,96.573,8.161,31.189,47.815,9.906
2024-07-25 05:40:00,66.489,83.239,3.344,17.03395296838859,7.875,96.404,8.158,31.124,47.724,11.874
2024-07-25 05:50:00,62.652,81.99,3.088,17.03409175019275,7.864,96.268,8.15,31.09,47.678,12.092
2024-07-25 06:00:00,61.925,82.462,2.739,17.034230531996915,7.848,96.016,8.152,30.985,47.533,11.01
2024-07-25 06:10:00,60.653,80.718,3.319,17.03436931380108,7.836,95.833,8.149,30.906,47.424,10.585
2024-07-25 06:20:00,58.397,82.774,2.836,17.034508095605243,7.819,95.612,8.142,30.816,47.299,11.728
2024-07-25 06:30:00,57.717,80.564,2.469,17.034646877409404,7.808,95.41,8.142,30.703,47.143,10.222
2024-07-25 06:40:00,56.13,80.58,2.307,17.03478565921357,7.795,95.225,8.137,30.603,47.006,9.672
2024-07-25 06:50:00,55.356,82.225,2.938,17.034924441017733,7.784,95.073,8.129,30.522,46.893,9.693
2024-07-25 07:00:00,50.769,81.018,2.142,17.035063222821897,7.771,94.866,8.125,30.383,46.701,9.132
2024-07-25 07:10:00,45.319,79.975,1.995,17.03520200462606,7.77,94.84,8.129,30.323,46.618,9.268
2024-07-25 07:20:00,39.967,78.492,2.707,17.035340786430222,7.765,94.787,8.128,30.314,46.605,11.273
2024-07-25 07:30:00,34.728,79.356,2.599,17.035479568234386,7.733,94.352,8.12,30.213,46.466,8.994
2024-07-25 07:40:00,27.706,77.001,2.123,17.03561835003855,7.735,94.376,8.115,30.158,46.39,8.783
2024-07-25 07:50:00,25.882,75.633,2.169,17.035757131842715,7.753,94.577,8.117,30.036,46.221,7.079
2024-07-25 08:00:00,17.8,80.139,2.128,17.035895913646875,7.731,94.309,8.119,30.094,46.301,7.795
2024-07-25 08:10:00,10.088,80.42,1.908,17.03603469545104,7.75,94.541,8.119,30.016,46.193,6.374
2024-07-25 08:20:00,6.037,77.601,1.943,17.036173477255204,7.766,94.748,8.117,29.983,46.146,6.507
2024-07-25 08:30:00,1.931,182.709,2.391,17.03631225905937,7.775,94.872,8.122,30.001,46.171,5.849
2024-07-25 08:40:00,5.403,298.203,2.068,17.036451040863533,7.782,94.982,8.125,29.979,46.141,5.388
2024-07-25 08:50:00,15.211,283.884,2.444,17.036589822667693,7.808,95.329,8.125,30.034,46.216,5.29
2024-07-25 09:00:00,17.826,281.855,2.2,17.036728604471858,7.843,95.801,8.128,30.095,46.301,5.159
2024-07-25 09:00:00,17.826,281.855,2.2,17.036867386276022,7.843,95.801,8.128,30.095,46.301,5.159
2024-07-25 09:10:00,21.37,278.521,2.295,17.037006168080186,7.863,96.147,8.127,30.151,46.378,5.234
2024-07-25 09:20:00,28.658,280.942,1.916,17.037144949884347,7.896,96.652,8.132,30.242,46.502,5.147
2024-07-25 09:30:00,31.066,271.763,2.229,17.03728373168851,7.891,96.568,8.137,30.423,46.754,5.054
2024-07-25 09:40:00,37.387,269.154,2.132,17.037422513492675,7.952,97.476,8.138,30.445,46.782,4.558
2024-07-25 09:50:00,35.728,268.39,2.625,17.03756129529684,7.959,97.603,8.144,30.597,46.994,4.482
2024-07-25 10:00:00,32.737,270.784,1.351,17.037700077101,7.932,97.427,8.148,30.795,47.266,5.123
2024-07-25 10:10:00,38.218,274.64,1.447,17.037838858905165,7.944,97.606,8.154,30.966,47.503,6.379
2024-07-25 10:20:00,33.945,258.835,1.803,17.03797764070933,7.956,97.687,8.157,31.009,47.562,6.504
2024-07-25 10:30:00,31.179,258.068,2.085,17.038116422513493,8.045,98.969,8.162,31.001,47.55,6.497
2024-07-25 10:40:00,39.637,258.925,3.461,17.038255204317657,8.08,99.559,8.164,31.05,47.615,6.247
2024-07-25 10:50:00,36.992,261.217,1.678,17.038393986121818,8.116,100.057,8.169,31.165,47.774,5.934
2024-07-25 11:00:00,39.055,267.017,1.318,17.038532767925982,8.156,100.697,8.173,31.126,47.719,5.728
2024-07-25 11:10:00,37.75,267.332,1.379,17.038671549730147,8.15,100.733,8.173,31.296,47.953,6.631
2024-07-25 11:20:00,27.999,266.809,2.821,17.03881033153431,8.262,102.31,8.18,31.154,47.755,6.052
2024-07-25 11:30:00,31.686,262.117,6.196,17.03894911333847,8.237,101.779,8.182,31.261,47.905,5.782
2024-07-25 11:40:00,29.85,270.126,3.104,17.039087895142636,8.282,102.517,8.185,31.371,48.054,5.524
2024-07-25 11:50:00,31.736,259.186,1.57,17.0392266769468,8.294,102.825,8.185,31.464,48.182,5.449
2024-07-25 12:00:00,28.54,265.394,2.535,17.039365458750964,8.324,103.331,8.196,31.636,48.418,5.53
2024-07-25 12:10:00,25.885,254.061,2.567,17.039504240555125,8.362,103.794,8.197,31.727,48.543,5.92
2024-07-25 12:20:00,19.239,248.702,2.84,17.03964302235929,8.376,104.133,8.197,31.758,48.585,5.454
2024-07-25 12:30:00,18.224,256.11,2.653,17.039781804163454,8.354,103.814,8.201,31.925,48.815,4.977
2024-07-25 12:40:00,8.999,262.998,2.487,17.039920585967618,8.336,103.598,8.201,31.914,48.799,4.823
2024-07-25 12:50:00,9.296,226.258,2.363,17.040059367771782,8.348,103.646,8.204,32.01,48.932,4.487
2024-07-25 13:00:00,4.881,277.677,1.806,17.040198149575943,8.358,103.786,8.207,32.1,49.056,4.471
2024-07-25 13:10:00,2.511,316.206,1.658,17.040336931380107,8.303,103.112,8.203,31.993,48.909,4.693
2024-07-25 13:20:00,9.342,70.676,2.264,17.04047571318427,8.365,103.863,8.207,32.098,49.054,4.467
2024-07-25 13:30:00,6.376,85.917,1.926,17.040614494988436,8.357,103.8,8.209,32.077,49.025,4.233
2024-07-25 13:40:00,9.477,87.909,2.076,17.040753276792596,8.366,103.838,8.213,32.206,49.202,4.248
2024-07-25 13:50:00,19.739,84.087,2.266,17.04089205859676,8.262,102.394,8.2,32.082,49.034,5.287
2024-07-25 14:00:00,24.291,82.213,2.962,17.041030840400925,8.285,102.492,8.205,32.128,49.099,4.566
2024-07-25 14:10:00,29.773,81.397,3.243,17.04116962220509,8.302,102.849,8.203,32.072,49.021,4.477
2024-07-25 14:20:00,26.124,82.735,2.554,17.04130840400925,8.337,103.324,8.212,32.169,49.154,3.978
2024-07-25 14:30:00,33.862,79.503,3.144,17.041447185813414,8.36,103.513,8.211,32.179,49.168,4.004
2024-07-25 14:40:00,36.297,79.749,2.447,17.04158596761758,8.291,102.69,8.204,32.012,48.937,4.259
2024-07-25 14:50:00,44.824,82.413,5.558,17.041724749421743,8.368,103.746,8.199,31.711,48.523,3.951
2024-07-25 15:00:00,47.65,78.9,3.395,17.041863531225907,8.282,102.367,8.199,31.852,48.72,4.108
2024-07-25 15:10:00,47.506,81.77,3.861,17.042002313030068,8.286,102.415,8.197,31.814,48.668,3.774
2024-07-25 15:20:00,50.743,78.266,3.409,17.042141094834232,8.277,102.287,8.194,31.835,48.696,3.793
2024-07-25 15:30:00,53.471,76.383,5.851,17.042279876638396,8.279,102.332,8.199,31.875,48.751,3.84
2024-07-25 15:40:00,58.297,74.264,3.32,17.04241865844256,8.333,103.257,8.199,31.745,48.569,3.638
2024-07-25 15:50:00,61.274,84.574,3.379,17.04255744024672,8.31,102.805,8.199,31.77,48.605,3.572
2024-07-25 16:00:00,67.548,81.393,3.539,17.042696222050886,8.122,100.163,8.185,31.727,48.55,4.965
2024-07-25 16:10:00,67.098,77.227,9.9,17.04283500385505,8.307,102.833,8.189,31.483,48.209,3.577
2024-07-25 16:20:00,72.319,77.74,2.667,17.042973785659214,8.039,99.025,8.16,31.175,47.789,5.171
2024-07-25 16:30:00,79.97,81.015,2.59,17.04311256746338,8.048,99.119,8.163,31.186,47.804,4.927
2024-07-25 16:40:00,77.93,76.506,2.727,17.04325134926754,8.052,99.215,8.168,31.168,47.779,4.938
2024-07-25 16:50:00,77.823,73.154,2.889,17.043390131071703,8.151,100.607,8.17,30.995,47.538,4.297
2024-07-25 17:00:00,77.291,78.867,2.615,17.043528912875868,8.07,99.479,8.163,31.116,47.707,5.666
2024-07-25 17:10:00,74.37,81.126,3.073,17.043667694680032,8.061,99.322,8.159,31.047,47.611,5.898
2024-07-25 17:20:00,77.154,79.92,2.948,17.043806476484193,8.016,98.744,8.156,30.967,47.502,6.029
2024-07-25 17:30:00,75.921,78.447,2.134,17.043945258288357,7.988,98.293,8.148,30.785,47.25,6.216
2024-07-25 17:40:00,72.122,82.703,3.414,17.04408404009252,7.953,97.803,8.15,30.791,47.26,7.03
2024-07-25 17:50:00,68.053,79.994,3.569,17.044222821896685,7.945,97.686,8.143,30.729,47.174,7.301
2024-07-25 18:00:00,67.337,80.411,3.164,17.044361603700846,7.921,97.307,8.144,30.595,46.989,8.005
2024-07-25 18:10:00,60.746,77.851,3.112,17.04450038550501,7.938,97.609,8.146,30.73,47.175,9.475
2024-07-25 18:20:00,56.888,80.056,2.446,17.044639167309175,7.914,97.226,8.14,30.503,46.861,9.338
2024-07-25 18:30:00,54.364,80.47,2.944,17.04477794911334,7.877,96.68,8.133,30.369,46.676,9.457
2024-07-25 18:40:00,49.321,81.728,2.874,17.044916730917503,7.869,96.563,8.131,30.322,46.612,9.221
2024-07-25 18:50:00,42.52,85.187,2.849,17.045055512721664,7.875,96.622,8.13,30.288,46.564,9.119
2024-07-25 19:00:00,38.649,86.038,2.69,17.045194294525828,7.848,96.229,8.124,30.177,46.411,8.126
2024-07-25 19:10:00,32.706,83.5,2.419,17.045333076329992,7.831,95.903,8.123,30.062,46.252,7.221
2024-07-25 19:20:00,22.21,75.625,2.349,17.045471858134157,7.832,95.991,8.124,30.097,46.3,8.216
2024-07-25 19:30:00,19.21,64.038,1.611,17.045610639938317,7.802,95.501,8.116,29.955,46.105,7.07
